Ticket,Ticket,Ticket,Ticket,Ticket,Customer,Customer,Resolution,Resolution,Resolution,Resolution
TCKT-1512,21/06/24,2024-06-24,High,Sales;Operations;Support,Crystal Patterson,princerichard@example.net,"[{""system"": ""Email Server"", ""impact"": ""Partial""}, {""system"": ""CRM"", ""impact"": ""Full""}]","[{""step"": ""Wait second under major tree development it."", ""performed_by"": ""Michael Jones""}, {""step"": ""Serious herself quickly kid meeting green."", ""performed_by"": ""Laura Jackson""}, {""step"": ""Will call seven others win."", ""performed_by"": ""Brian Green""}]",Statement teach field guy budget miss value. Note general for shake letter. <br> whether!,Statement teach field guy budget miss value. Note general for shake letter. <br> whether!
TCKT-1513,"Jan 26, 2026",08/02/26,Medium,HR;Marketing;Sales,Kristen Mcgee,karen70@example.net,"[{""system"": ""CRM"", ""impact"": ""Partial""}, {""system"": ""CRM"", ""impact"": ""Partial""}]","[{""step"": ""Must big economic live people."", ""performed_by"": ""Rhonda Ballard""}]",Return report take back factor phone attack bit. Behind guess high amount. Choice somebody break. <br> each!,Return report take back factor phone attack bit. Behind guess high amount. Choice somebody break. <br> each!
TCKT-1514,"Dec 17, 2025",11/01/26,Medium,Marketing,Antonio Wilson,ncampbell@example.org,"[{""system"": ""Web Portal"", ""impact"": ""Partial""}]","[{""step"": ""Us bank message note since."", ""performed_by"": ""Theresa Evans""}, {""step"": ""Write low side collection discussion leader."", ""performed_by"": ""Erica Clark""}]",,
TCKT-1515,"Nov 03, 2024",16/11/24,Low,IT,Cindy Thompson,ygonzalez@example.net,"[{""system"": ""Database"", ""impact"": ""Full""}, {""system"": ""Network Switch"", ""impact"": ""Partial""}, {""system"": ""Payroll System"", ""impact"": ""Full""}]","[{""step"": ""Quality second day."", ""performed_by"": ""Nancy Anderson""}, {""step"": ""Maybe pretty often discussion mean."", ""performed_by"": ""Peter Ross""}]",Trouble agreement see hair tree spend. Federal first painting executive buy entire meeting. <br> beautiful!,Trouble agreement see hair tree spend. Federal first painting executive buy entire meeting. <br> beautiful!
TCKT-1516,07/06/25,"Jun 13, 2025",Medium,Marketing;Sales;IT,Sarah Johnson DVM,timothymiller@example.net,"[{""system"": ""Network Switch"", ""impact"": ""Full""}, {""system"": ""Database"", ""impact"": ""Partial""}]","[{""step"": ""Interest point several interest try three month."", ""performed_by"": ""Rebecca Davis""}, {""step"": ""Fine common above notice poor thus image month."", ""performed_by"": ""Adam Floyd""}]",,
TCKT-1517,26/06/24,2024-07-21,High,HR,Gary Castro,ian76@example.com,"[{""system"": ""Database"", ""impact"": ""Partial""}, {""system"": ""Email Server"", ""impact"": ""Full""}]","[{""step"": ""Fear trouble claim future on short magazine."", ""performed_by"": ""Melanie Mosley""}]",Order court my forward. Store occur or air. Health around mean whether someone glass. <br> believe!,Order court my forward. Store occur or air. Health around mean whether someone glass. <br> believe!
TCKT-1518,11/09/25,16/09/25,Critical,Sales;Marketing,Madison Soto,nicholaslawrence@example.com,"[{""system"": ""Email Server"", ""impact"": ""Partial""}]","[{""step"": ""Threat explain action safe land."", ""performed_by"": ""Eric Harris""}]",Movie knowledge partner fact feel.,Movie knowledge partner fact feel.
TCKT-1519,18/09/24,2024-09-28,High,Operations,Seth Palmer,lcooper@example.com,"[{""system"": ""Network Switch"", ""impact"": ""Partial""}, {""system"": ""Database"", ""impact"": ""Full""}, {""system"": ""Web Portal"", ""impact"": ""Full""}]","[{""step"": ""Back risk positive fight century feel."", ""performed_by"": ""Marcus Bridges""}, {""step"": ""Customer discussion dream hot concern worry piece."", ""performed_by"": ""Mariah Bailey""}]",Travel range well series year. Leg work off democratic great. Usually west tax call home. Each team science market hit than government.,Travel range well series year. Leg work off democratic great. Usually west tax call home. Each team science market hit than government.
TCKT-1520,"Nov 08, 2024",2024-12-06,Low,IT;Support;Operations,Jeffrey Brown,hhenderson@example.net,"[{""system"": ""Web Portal"", ""impact"": ""Partial""}]","[{""step"": ""Mrs build ahead field while decide identify."", ""performed_by"": ""Tamara Cooper""}]",Room left just western whom attorney. Believe eat deep generation. Institution probably manager.,Room left just western whom attorney. Believe eat deep generation. Institution probably manager.
TCKT-1521,28/07/25,"Aug 07, 2025",High,IT,Monica Ryan,calebaguirre@example.net,"[{""system"": ""Database"", ""impact"": ""Partial""}, {""system"": ""Web Portal"", ""impact"": ""Partial""}]","[{""step"": ""Mouth crime number rate head candidate five."", ""performed_by"": ""Chad Hughes""}]",,
TCKT-1522,"Aug 10, 2025",2025-08-18,Low,Operations;Finance,Mrs. Colleen Kim,adam10@example.com,"[{""system"": ""CRM"", ""impact"": ""Full""}, {""system"": ""Payroll System"", ""impact"": ""Full""}, {""system"": ""CRM"", ""impact"": ""Full""}]","[{""step"": ""Left expect trouble cost."", ""performed_by"": ""Dawn Robinson""}, {""step"": ""Oil score process free able."", ""performed_by"": ""Brittany Patel""}, {""step"": ""Also service reality six thus pick grow firm."", ""performed_by"": ""Joseph Kelly""}]",Likely they media administration. Fast two outside half bed say approach.,Likely they media administration. Fast two outside half bed say approach.
TCKT-1523,2025-04-04,17/04/25,Medium,Sales;Support,Sarah Chandler,williammartin@example.com,"[{""system"": ""CRM"", ""impact"": ""Full""}]","[{""step"": ""Close entire from career make staff."", ""performed_by"": ""Joshua Castillo""}]",Short training between activity. Oil government partner only majority behavior develop successful.,Short training between activity. Oil government partner only majority behavior develop successful.
TCKT-1524,2024-05-22,2024-06-01,High,Marketing;Support;HR,Christopher Perez,pamelabryant@example.net,"[{""system"": ""Email Server"", ""impact"": ""Full""}, {""system"": ""Payroll System"", ""impact"": ""Full""}, {""system"": ""Database"", ""impact"": ""Partial""}]","[{""step"": ""Expert kind bed grow politics sing suffer."", ""performed_by"": ""Raymond York""}, {""step"": ""Opportunity shake road suddenly."", ""performed_by"": ""Janet Davis""}, {""step"": ""Decade somebody main here able."", ""performed_by"": ""Julia Guerra""}]",,
TCKT-1525,30/05/25,2025-05-30,High,Operations,Jeremy Reeves,janice16@example.net,"[{""system"": ""Database"", ""impact"": ""Full""}, {""system"": ""Web Portal"", ""impact"": ""Full""}]","[{""step"": ""Data final full claim."", ""performed_by"": ""Michael Michael""}]",True opportunity none authority. Stock authority country picture course.,True opportunity none authority. Stock authority country picture course.
TCKT-1526,2024-07-13,"Jul 17, 2024",High,Finance;Operations,Rhonda Thompson,zellis@example.org,"[{""system"": ""CRM"", ""impact"": ""Full""}, {""system"": ""Payroll System"", ""impact"": ""Partial""}]","[{""step"": ""Sound available staff far yard."", ""performed_by"": ""Alexander Carter""}]",Note meet suddenly task debate anything. But ground game production book parent whether until. Plant reason probably your remain work.,Note meet suddenly task debate anything. But ground game production book parent whether until. Plant reason probably your remain work.
TCKT-1527,02/12/24,"Dec 26, 2024",Critical,Sales,Tamara Johnson,brittany90@example.org,"[{""system"": ""Payroll System"", ""impact"": ""Partial""}, {""system"": ""Web Portal"", ""impact"": ""Partial""}]","[{""step"": ""Which sing different education."", ""performed_by"": ""Terry Moore""}, {""step"": ""Series red window she general ball wide."", ""performed_by"": ""Bonnie Duncan""}]",Say environmental film true before policy write. World receive say four right star.,Say environmental film true before policy write. World receive say four right star.
TCKT-1528,2024-08-28,2024-09-05,Medium,Marketing;HR,Taylor Dyer,drojas@example.com,"[{""system"": ""Email Server"", ""impact"": ""Partial""}]","[{""step"": ""Recently position game cover relationship success."", ""performed_by"": ""Miguel Hamilton""}]",Five growth town national anyone five. Trade answer education eye happy. Do involve soon than red mother scene. <br> good!,Five growth town national anyone five. Trade answer education eye happy. Do involve soon than red mother scene. <br> good!
TCKT-1529,"Aug 14, 2024","Aug 21, 2024",Critical,HR;Support,Anna Johns,karenweaver@example.com,"[{""system"": ""CRM"", ""impact"": ""Full""}, {""system"": ""Email Server"", ""impact"": ""Partial""}, {""system"": ""Payroll System"", ""impact"": ""Partial""}]","[{""step"": ""Leg place not project."", ""performed_by"": ""Kathryn Miller""}, {""step"": ""Head down that outside network American knowledge."", ""performed_by"": ""Emily Fields""}]",Forget measure member successful radio red piece. During front now major smile scene.,Forget measure member successful radio red piece. During front now major smile scene.
TCKT-1530,"Jul 24, 2024","Aug 14, 2024",High,HR,Julie Blair,robertburnett@example.org,"[{""system"": ""CRM"", ""impact"": ""Partial""}, {""system"": ""Email Server"", ""impact"": ""Full""}, {""system"": ""Web Portal"", ""impact"": ""Partial""}]","[{""step"": ""Small top prepare."", ""performed_by"": ""Walter Oliver""}, {""step"": ""Month per coach development sea statement."", ""performed_by"": ""Christopher Stanton""}, {""step"": ""Actually act billion rate."", ""performed_by"": ""Wesley Gibbs""}]",Improve read public end their inside. Forget but yet popular study.,Improve read public end their inside. Forget but yet popular study.
TCKT-1531,"Nov 25, 2024",2024-11-25,Critical,Finance;Operations;HR,Ann Paul,crystalcross@example.net,"[{""system"": ""Database"", ""impact"": ""Partial""}, {""system"": ""Network Switch"", ""impact"": ""Full""}]","[{""step"": ""Sea father best population before."", ""performed_by"": ""Kelly Palmer""}, {""step"": ""Major despite work staff hold more."", ""performed_by"": ""Kelly Thompson""}]",Between main assume marriage fall. Church one life study.,Between main assume marriage fall. Church one life study.
TCKT-1532,23/01/26,31/01/26,Medium,HR;Support;IT,Matthew Craig,toni81@example.com,"[{""system"": ""Payroll System"", ""impact"": ""Partial""}, {""system"": ""Payroll System"", ""impact"": ""Partial""}]","[{""step"": ""Indicate conference season century remain item."", ""performed_by"": ""Kathleen Chavez""}, {""step"": ""Activity miss little there."", ""performed_by"": ""Donna Cole""}]",There short born lawyer particular. The never smile believe. Standard customer there oil.,There short born lawyer particular. The never smile believe. Standard customer there oil.
TCKT-1533,2025-08-05,"Aug 26, 2025",Medium,Marketing;HR;Support,John Taylor,erica95@example.net,"[{""system"": ""Network Switch"", ""impact"": ""Full""}, {""system"": ""Payroll System"", ""impact"": ""Full""}, {""system"": ""Payroll System"", ""impact"": ""Full""}]","[{""step"": ""Matter still perform democratic whose."", ""performed_by"": ""Katherine Vasquez""}]",Skill rather eight worker need budget. Trade against real well.,Skill rather eight worker need budget. Trade against real well.
TCKT-1534,2025-04-04,2025-04-10,Critical,IT;Support,Melinda Murphy,sarahcampbell@example.com,"[{""system"": ""Database"", ""impact"": ""Partial""}]","[{""step"": ""Involve energy moment PM traditional weight yeah."", ""performed_by"": ""Melanie Cabrera""}, {""step"": ""Language performance we beautiful."", ""performed_by"": ""Antonio Cobb""}, {""step"": ""Production carry herself know cell yet."", ""performed_by"": ""Mary Little""}]",Country machine both surface add find her seat. Happen environment worker I.,Country machine both surface add find her seat. Happen environment worker I.
TCKT-1535,21/11/24,"Dec 07, 2024",Critical,Finance;Support;IT,James King,shermannichole@example.net,"[{""system"": ""Network Switch"", ""impact"": ""Partial""}]","[{""step"": ""Area behavior research guy should."", ""performed_by"": ""Rose Henry""}]",Stock wonder moment medical newspaper away. Sport need to these what data.,Stock wonder moment medical newspaper away. Sport need to these what data.
TCKT-1536,"Aug 04, 2024",2024-08-27,Medium,Support;Finance,Michael Roberts,austinjill@example.com,"[{""system"": ""Web Portal"", ""impact"": ""Full""}, {""system"": ""Network Switch"", ""impact"": ""Full""}]","[{""step"": ""Class appear late."", ""performed_by"": ""Amanda Lee""}]",Paper method message push those wind garden. Poor reach mean your usually space. Physical something sing.,Paper method message push those wind garden. Poor reach mean your usually space. Physical something sing.
TCKT-1537,"Mar 09, 2025",27/03/25,High,Finance;HR;Operations,Ronald Gomez,sharonlin@example.org,"[{""system"": ""Network Switch"", ""impact"": ""Full""}, {""system"": ""Payroll System"", ""impact"": ""Partial""}]","[{""step"": ""Good rule rich."", ""performed_by"": ""Todd Carter V""}]",Support major cost research deal buy. Congress current conference standard. Specific possible beat else low defense husband because.,Support major cost research deal buy. Congress current conference standard. Specific possible beat else low defense husband because.
